RecallNo,y2k,Manufacturer,Type,Prname,Seqid,Hazard,Country_mfg,Recdate
80042,80042,Marathon,,Rheem Montgomery Ward LP gas water heaters,460,,,
92072,92072,Marbal Drug,Toy Miscellaneous,,2649,,,
92072,92072,Marc Glassman,,,2651,,,
99038,99038,Marco Mfg,Fireplaces & Accessories,Marco gas decorative fireplaces,3632,Fire & Fire-Related Burn,,1998-12-16
98003,98003,Marc's,,,2999,,,
93030,93030,Mardens,,,2524,,,
97164,97164,Mardo International Distributors,,Aguarras (Sustituto) Espiritus Minerales destilados del Petróleo,3576,,,
98012,98012,Mares America,Scuba Diving/Water Activity Equipment,Mares Guardian dive depth computers,4662,Internal Injury,,1997-10-15
10155,110155,Maria Elena,,,12651,,,
94117,94117,Marianne,,,3460,,,
95087,95087,Marianne,,Cannondale fleece garments,5476,,,
00105,100105,Marin,,Answer BMX Carbo Pro bicycle forks,962,,,
97149,97149,Marin,,Marin bicycles with Shimano bicycle cranks,608,,,
02229,102229,Marin Mountain Bikes,Bicycles & Accessories,"Marin Quake, Bobcat Trail, Palisades Trail, Hawk Hill mountain bikes",6464,,,2002-08-15
91116,91116,Marines,Strollers & Accessories,,2476,,,
09747,109259,MarineTech,Tools Miscellaneous,MarineTech Panther Tabletop Rope Cutters,11850,Fire & Fire-Related Burn,Taiwan,2009-07-01
83036,83036,Mark Engineering,,Whistle Switch remote control device,5929,,,
95027,95027,Markee Products,,Gilbert Leco Electric seasonal light sets,5537,,,
79061,79061,Market Importing Services,,New York Merchandise hand-held hair dryers,1853,,,
77128,77128,Market Research Imports,Lights (Seasonal),MRI Christmas light Replacement Bulbs,1683,Electrocution/Electric Shock,,1977-12-21
09107,109107,Markwins,Key Rings/Chains,Markwins Beauty Products Brillant a levres Fantasy Makers from creators of Wet n Wild Lip Gloss Keychains,11319,Lead,China,2009-01-27
98140,98140,Marlboro,Toy Planes,Animal Toys With Sound squeaker toys,2278,,,
97148,97148,Marlboro,,Tabco International disposable cigarette lighters,782,,,
96069,96069,Marley Electric Heating,,,505,,,
07298,107298,Marley Engineered Products,,Marley Engineered Products Electric Heaters,9715,,United States,2007-08-30
86068,86068,Marlon Creations,Toy Trucks,Fire Trucks with Four Firemen-Hardwood Utility Truck toys,5857,Choking,,1986-11-06
08192,108192,Marmaxx Groups,,,10260,,,
06225,106225,Mars Lightning,,,8851,,,
94117,94117,Marshall Fields,,Casual Designs by RAVIA womens' skirts,5299,,,
04566,104182,Marshall Fields,Fireplaces & Accessories,Sean Conway Fire Pit Spark Screens,110,Fire & Fire-Related Burn,Turkey,2004-07-16
97074,97074,Marshall Fields,,Tomen America Fast fleece-type garments,2971,,,
95150,95150,Marshall Gas Controls,Regulators,Marshall Automatic Changeover  liquid propane LP gas regulators,4602,Fire & Fire-Related Burn,,1995-07-25
03196,103196,Marshall Gas Controls,"Grills, Smokers & Accessories",Marshall Gas Controls LP-Gas regulators,6932,Fire & Fire-Related Burn,United States,2003-09-25
98050,98050,Marshalls,,,4460,,,
06190,106190,Marshalls,,,8763,,,
07230,107230,Marshalls,,,9557,,,
07280,107280,Marshalls,,,9672,,,
07314,107314,Marshalls,,,9764,,,
08146,108146,Marshalls,,,10139,,,
08177,108177,Marshalls,,,10224,,,
08356,108356,Marshalls,,,10799,,,
08294,108294,Marshalls,,Disney Makit & Bakit Fairies Charm Bracelets,10632,,,
94117,94117,Marshalls,,Phool womens' skirts,5284,,,
08207,108207,Marshalls,,"Red Hot Chili Steppers, Powder Puffs Touch League Girls’ Hooded Sweatshirts",10295,,,
04138,104138,Martha Stewart,,,7506,,,
05119,105119,Martha Stewart,,,8009,,,
05159,105159,Martha Stewart,,,8047,,,
01138,101138,Martha Stewart,,Kmart Martha Stewart Everyday tea kettles,1281,,,
10146,110146,Martha Stewart,,Martha Stewart Collection Enameled Steel Tea Kettles,12624,,,
02185,102185,Martha Stewart,Potpourri Items,Martha Stewart Everyday ceramic potpourri simmering pots,6281,,China,2002-06-25
05532,105088,Martha Stewart,Lights & Accessories,Martha Stewart Living Bat/Flying Witch/Jack-O-Lantern Full Moon Lantern sets,7928,Fire & Fire-Related Burn,China,2005-01-19
07283,107283,Martin Designs,Books & Accessories,Martin Designs SpongeBob SquarePants Address Books and Journals,9676,Lead,China,2007-08-22
04150,104150,Marukyo USA,,,7528,,,
07106,107106,Marvel,,Marvel Spider-Man & Friends Puzzles,9230,Magnet Ingestion,,
06152,106152,Marvel Education,Toy Telephones,Marvel Cordless Push Button Toy Telephones,8665,Choking,Vietnam,2006-05-02
08079,108079,Marvel Toys,Toy Dolls & Accessories,"Marvel Toys Curious George Birthday, Fireman, Sweet Dreams, Tool Time Plush Dolls",9958,Lead,China,2007-11-08
04075,104075,Marvins,,,7345,,,
91109,91109,Marx Brush Manufacturing,Arts & Crafts,Do It Yourself Hobby & Craft Brushes,3618,Poisoning,,1991-08-13
91109,91109,Marx Brush Manufacturing,Paint & Coating Items,Do It Yourself paint brush sets,2312,,,
04086,104086,Mary Meyer,Toy Animals Stuffed/Not Stuffed,Mary Meyer Webster Activity Spider Toy,7428,Choking,China,2004-02-19
05009,105009,Marzocchi,,,7719,,,
95032,95032,Marzocchi,,Manitou 2 mountain bike suspension forks,4697,,,
09125,109125,Marzocchi,Bicycles & Accessories,Tenneco-Marzocchi Bicycle Suspension Forks,11362,Vehicle Accident,Taiwan,2009-02-10
96043,96043,Mascot Electronic A.S.,,AT&T ACH-4U Nokia cellular phone chargers,5450,Electrocution/Electric Shock,,1995-12-18
90040,90040,Masquerade,Spray String/Streamers,Northeast Imports Streamer Spray aerosol string streamers,5225,,,
84045,84045,Massey Ferguson,,Continental Oil's Dynalife electric pressure washers,1446,,,
04183,104183,Massey Ferguson,,"Simplicity, AGCO, & Massey Ferguson Regent lawn tractors",114,Laceration,,2004-07-20
78021,78021,Master,,Champ automatic baseball pitching machines,7044,,,
08569,108263,Master Craft,,,10508,,,
10716,110114,Master Cutlery,Hunting Accessories,Master Cutlery Eagle 5 Rifle Crossbows,12501,Internal Injury,Taiwan,2010-01-19
10099,110099,Master Forge,,,12448,,,
97061,97061,Master Karts,,,2210,,,
77081,77081,Master Lock,Smoke Detectors/Alarms,Master battery-operated smoke alarms,1655,Fire & Fire-Related Burn,,1977-07-29
08236,108236,Master Lock,Locks (Combination/Key),Master Lock Lock and Leash Locks,10385,Lead,Taiwan,2008-04-01
00149,100149,Master Lock,Gun Accessories,Master Lock Tough Under Fire gun locks,1881,Explosion/Projectiles,,2000-07-24
80042,80042,Master Service,,W. L. Jackson Tip Top LP gas water heaters,746,,,
89008,89008,Master Service Dealer,,,233,Fall,,1989-02-02
08272,108272,Master Toys & Novelties,Toy Figures,Master Toys & Novelties Cowboy on a Horse Little Rider Toys ,10549,Lead,China,2008-05-20
08533,108154,MasterBath,,,10160,,,
06173,106173,Masterbuilt,"Grills, Smokers & Accessories",Masterbuilt Electric Smokehouse Smokers,8714,Fire & Fire-Related Burn,China,2006-05-31
06162,106162,Masterfoods,Candles & Candle Holders,M&M’S Brand Menorahs,8683,Fire & Fire-Related Burn,China,2006-05-10
08388,108388,MasterForce,,,10891,,,
81020,81020,Masterguard,,Masterguard battery-operated photoelectric smoke detectors,2133,,,
99092,99092,MasterGuard,,Responsive heat detectors,797,Fire & Fire-Related Burn,,1999-04-08
97034,97034,Master-Tech,Extension Cords/Power Strips,,6136,,,
07540,107145,Mastex,Electric Blankets/Warmers,Mastex Twin Foot Warmers,9350,Burn - Not Fire-Related,United States,2007-04-03
86070,86070,Matchbox Toys,Toy Animals Stuffed/Not Stuffed,Deluxe Voltron Lion robot toys,5860,Poisoning,,1986-11-12
08067,108067,Matco Tools,,,9940,,,
96010,96010,Matsushita Electric,Computer Equipment,,3505,Electrocution/Electric Shock,,1995-10-27
04190,104190,Matsushita Electric,"Televisions, Mounts, Guards & Antennas","Panasonic, Quasar, RCA, and JCPenney Combination TV/VCRs",143,Collapse,United States,2004-07-30
01115,101115,Mattel,,,1135,Choking,,
95084,95084,Mattel,,,2756,,,
97055,97055,Mattel,,,4784,,,
06123,106123,Mattel,,,8577,,,
79001,79001,Mattel,Toy Miscellaneous,Battlestar Galactica space toys,6243,,,
92022,92022,Mattel,Toy Trains,Disney Poppin' Sounds Pull Train Preschool toys,4900,Choking,,1991-11-18
07271,107271,Mattel,Toy Play Sets/Activity Sets,Mattel Barbie and Tanner Play Sets,9650,Magnet Ingestion,China,2007-08-14
07301,107301,Mattel,Toy Play Sets/Activity Sets,"Mattel Barbie Dream Puppy House,Bathtub & Toilet,Desk/Chair Bedroom Playsets ",9723,Lead,China,2007-09-04
01086,101086,Mattel,Toy Miscellaneous,Mattel Barbie sunglasses,7188,,,
04118,104118,Mattel,Toy Vehicles,Mattel Batman Batmobile Toy Vehicles,7446,Laceration,China,2004-04-14
07269,107269,Mattel,Toy Figures,"Mattel Batman, Triple Slash Zolo Roronoa One Piece Magnetic Action Figure Sets",9648,Magnet Ingestion,China,2007-08-14
07272,107272,Mattel,Toy Play Sets/Activity Sets,Mattel Doggie Day Care Play Sets,9651,Magnet Ingestion,China,2007-08-14
07273,107273,Mattel,Toy Play Sets/Activity Sets,Mattel Polly Pocket Play Sets ,9652,Magnet Ingestion,China,2007-08-14
07270,107270,Mattel,Toy Cars,Mattel Sarge die cast toy cars,9649,Lead,China,2007-08-14
07039,107039,Mattel,Toy Play Sets/Activity Sets,Polly Pocket! Polly Place Hangin Out House Treetop Clubhouse,9070,Aspiration,China,2006-11-21
04071,104071,Mattoon Rural King Supply,,,7323,,,
10109,110109,Mattress World,Mattresses & Covers,Mattress World Mattress Sets,12486,Fire & Fire-Related Burn,United States,2010-01-13
05114,105114,Maui Ocean Center,,,7995,,,
96052,96052,Mavic,,,4686,,,
09116,109116,Mavic,Bicycles & Accessories,Mavic Salomon SAS Bicycles with R-SYS Front Wheel Rims,11345,Vehicle Accident,France,2009-02-04
06134,106134,MAX,"Telephones, Cell Phones & Accessories",,8627,,,
79022,79022,Max,,Norelco hand-held hair dryers,6256,,,
79022,79022,Max for Men,,Conair hand-held hair dryers,6266,,,
79022,79022,Max Hatter,,North American Pillips hand-held hair dryers,6258,,,
79022,79022,Max Plus,,Korvettes Pro Dryer hand-held hair dryers,6251,,,
97149,97149,Maxam,,Maxam bicycles with Shimano bicycle cranks,607,,,
95098,95098,Maxi Drug,,,2770,,,
97190,97190,Maxi-Heat,,,6157,,,
06044,106044,Maxi-Heat,,,8410,Collapse,,
06052,106052,Maxim Enterprise,Toy Miscellaneous,Maxim Enterprise Little Tree Mini Learning Cubes sold at Target,8421,Choking,China,2005-12-14
00081,100081,Maxim Enterprise,,Wooden Pull Along Bead Coaster toys,5553,Choking,,2000-03-20
88041,88041,Maxton Industries,Ladders & Accessories,Maxton wooden convertible ladder/chair,5608,,,
04516,104036,May Department Stores,Clothing (Children),Just Friends or Angel Fish Girls' Hooded Fleece Jackets,76,Choking,Singapore,2003-11-24
76032,76032,May Department Stores,Clothing (Adults),Michael Miles/Peter Sinclair cotton sportswear tops,1543,Fire & Fire-Related Burn,,1976-05-19
10136,110136,Maya Group,,,12584,,,
00186,100186,Maya Group,Toy Infants/Cribs/Strollers,TINYLOVE Super Car-Bar,1693,Choking,,2000-09-25
01225,101225,Maya Wrap,Infant Carriers/Car Seats/Backpacks,Maya Wrap infant carriers/slings,220,Fall,,2001-09-05
06233,106233,Mays,,,8881,,,
04128,104128,Maytag,,,7474,,,
05156,105156,Maytag,,,8042,,,
05279,105279,Maytag,,,8295,,,
06002,106002,Maytag,,,8319,,,
09322,109322,Maytag,,,12071,,,
01236,101236,Maytag,Ovens/Stoves/Ranges/Microwaves,Amana Big Oven gas ranges,3980,,,
03533,103105,Maytag,Refrigerators,Kenmore Elite-Brand TRIO refrigerators,6767,Electrocution/Electric Shock,,2003-04-07
96005,96005,Maytag,Dishwashers,Maytag dishwashers,5464,Fire & Fire-Related Burn,,1995-10-17
01145,101145,Maytag,Ovens/Stoves/Ranges/Microwaves,Maytag electric ranges,1184,Fire & Fire-Related Burn,,2001-05-09
07135,107135,Maytag,Washing Machines,Maytag Front Loading Washing Machines,9303,Fire & Fire-Related Burn,Korea,2007-03-21
05280,105280,Maytag,Washing Machines,Maytag Front-Loading Washing Machines,8299,Explosion/Projectiles,Korea,2005-09-27
01107,101107,Maytag,Ovens/Stoves/Ranges/Microwaves,Maytag gas ranges,1111,,,
03099,103099,Maytag,Ovens/Stoves/Ranges/Microwaves,Maytag Gemini Gas Ranges,6756,Fire & Fire-Related Burn,United States,2003-03-27
07094,107094,Maytag,Dishwashers,Maytag Jenn-Air dishwashers,9197,Fire & Fire-Related Burn,United States,2007-02-01
05050,105050,Maytag,Ovens/Stoves/Ranges/Microwaves,Maytag Jenn-Air Downdraft Gas Cooktops,7806,Fire & Fire-Related Burn,United States,2004-11-17
04104,104104,Maytag,Electric Heaters,Maytag Window Air Conditioners with Electric Heat,7392,Fire & Fire-Related Burn,,2004-03-25
09145,109145,Maytag,Refrigerators,"Maytag, Jenn-Air, Amana, Admiral, Magic Chef, Performa, Crosley Side by Side, top freezer refrigerators ",11422,Fire & Fire-Related Burn,United States,2009-03-10
97060,97060,Maytag,,Norge gas dryers,2215,,,
97113,97113,Mazel,Toy Animals Stuffed/Not Stuffed,Dandee Teddy Precious Indian girl and boy stuffed bears,4776,Choking,,1997-05-01
97016,97016,MB Mixed Blues,Clothing (Adults),,6126,,,
89076,89076,MBR Industries,Hair Dryers,Mustang MU hand-held hair dryers,4531,,,
97092,97092,MBR Industries,Hair Dryers,Pomair Professional Styler hand-held hair dryers,2311,Fire & Fire-Related Burn,,1997-03-31
97091,97091,MBR Industries,Irons (Clothing),Pomtrex Electrical Automatic Iron,5054,Fire & Fire-Related Burn,,1997-03-31
97131,97131,MBR Industries,Surge Protectors,Pomtrex New Champion power strip surge protectors,3485,,,
94001,94001,MBR Industries,,Professional Styler by Pomair hair dryers,2599,,,
09295,109295,MC Sports,,,12011,,,
92015,92015,MCA,,,354,Internal Injury,,1991-11-04
06228,106228,McCalou’s,,,8857,,,
09767,109342,McCaulous,,,12126,,,
91086,91086,McClellan,Toy Miscellaneous,,2469,,,
92037,92037,McClellan,,,2495,,,
93040,93040,McClellan,,,2545,,,
90149,90149,McClellan,,,2628,,,
93108,93108,McClellan,,,2694,,,
89049,89049,McClellan,,,3190,,,
91086,91086,McClellan,,,4439,,,
89064,89064,McClellan,,,5363,,,
87028,87028,McClellan,,McCrory Baby Walker,5703,,,
07161,107161,McCormick Distilling,,,9400,,,
91086,91086,McCrory,,,2379,,,
89049,89049,McCrory,,,3184,,,
89064,89064,McCrory,,,4522,,,
93108,93108,McCrory,,,4856,,,
93040,93040,McCrory,,,4870,,,
92037,92037,McCrory,,,4895,,,
91086,91086,McCrory,,,4908,,,
90149,90149,McCrory,,,4924,,,
87028,87028,McCrory,,,5700,,,
93060,93060,McCrory,,Jaclyn Barney carry-all bags and backpacks,5267,,,
89045,89045,McCrory,Toy Infants/Cribs/Strollers,L'il Tots Baby's First Gift Sets Hanging Melody Bells,3195,Strangulation,,1989-06-19
86026,86026,McCulloch,Weed Trimmers,Black & Decker Push Button Command Feed Weed/Grass Trimmers,5816,,,
81024,81024,McCulloch,,Electramac EM electric chain saws,2134,,,
82046,82046,McDonald's,Toy Figures,,2103,,,
86069,86069,McDonald's,Toy Blocks/Sorting,,5858,,,
92083,92083,McDonald's,Toy Cars,McDonald's Back to the Future Happy Meal Doc DeLorean Car toys,4886,,,
02252,102252,McDonald's,Toy Miscellaneous,McDonald's Bobble Head Figurines,6508,Lead,,2002-09-17
01099,101099,McDonald's,Toy Animals Stuffed/Not Stuffed,McDonald's Happy Meal,7222,Choking,,2001-03-05
77054,77054,McGraw Edison,,,1644,,,
78074,78074,McGraw Edison,,JC Penney six-inch bench grinders,7089,,,
78074,78074,McGraw Edison,,Kmart six-inch bench grinders,7091,,,
78074,78074,McGraw Edison,Sanders/Grinders & Accessories,Manning Bowman six-inch bench grinders,7087,Electrocution/Electric Shock,,1978-08-29
78074,78074,McGraw Edison,,Power House six-inch bench grinders,7092,,,
78074,78074,McGraw Edison,,Toastmaster six-inch bench grinders,7088,,,
78074,78074,McGraw Edison,,Ward's Power Kraft six-inch bench grinders,7090,,,
79011,79011,McGraw Edison,,Wards' Powr-Kraft six-inch bench grinders,6246,,,
78074,78074,McGraw Edison,,Western Auto Wizzard six-inch bench grinders,7086,,,
05045,105045,MCM International,,,7798,,,
02086,102086,MCM International,Pressure Washers,MCM Wellong Black Cat electric pressure washers,4109,Electrocution/Electric Shock,China,2002-01-23
06139,106139,McNair Technology,,,8640,,,
08530,108144,McQuay,Air Conditioners,"Remington and McQuay ""ComfortPac"" Packaged Terminal Air Conditioners (PTAC)",10132,Fire & Fire-Related Burn,Malaysia,2007-12-20
01164,101164,McRae's,,,1236,,,
97053,97053,MDK,,,4786,,,
07520,107084,Mead Johnson Nutritionals,,,9172,,,
99152,99152,Mealane,,,3562,,,
06057,106057,Meco,"Grills, Smokers & Accessories","Meco Aussie Bonza, Bushman and Bondi Gas Grills",8434,Fire & Fire-Related Burn,China,2005-12-20
95131,95131,Meco,"Grills, Smokers & Accessories",Meco charcoal smokers,4603,,,
05232,105232,Meco,Chairs & Stools,"Meco, Samsonite Juvenile Folding Chairs",25,Laceration,China,2005-07-27
04202,104202,Meco,Furniture (Children),"Meco, Samsonite Red Folding Chair in Kid’s Essentials Furniture Set",7634,Lead,China,2004-08-19
02527,102129,Mecserflex,,Mecserflex Climate control Thermal Safety Control Valves,4228,,,
90067,90067,Media Materials,Toy Miscellaneous,Colored Beads and Laces sets,965,,,
79055,79055,Medisten,,AMF Mares Frontiersman Underwater Spear Guns,1836,,,
97161,97161,Medley Pharmaceutical,Vitamins & Supplements,Uni 1 Dose multiple vitamins,1942,,,
09032,109032,MEDport,Mixers/Whisks,MEDport Fit & Fresh Smooth Blend Mixers,11102,Laceration,China,2008-10-30
08222,108222,Mega Brands,Toy Figures,"MEGA Brands America Futuristic Warrior, Ancient Warrior MagnaMan Magnetic Toy Figures",10324,Magnet Ingestion,China,2008-03-17
07164,107164,Mega Brands,Toy Miscellaneous,Mega Brands Magnetix Magnetic Building Sets,9402,Aspiration,China,2007-04-19
08223,108223,Mega Brands,Toy Miscellaneous,MEGA Brands Magtastik and Magnetix Jr. Pre-school Magnetic Toys,10329,Magnet Ingestion,China,2008-03-17
08358,108358,Mega Trends,,,10803,,,
92113,92113,Megaflex,Exercise Machines/Equipment,Megaflex Home Exercisers,2065,Laceration,,1992-07-09
02546,102173,Megatech,Adapter/Power Supply/Charger/Battery,Megatech radio-controlled airplane NiMh battery packs,4380,,,
04516,104036,Meier & Frank,,,81,,,
04188,104188,Meijer,,,133,,,
95037,95037,Meijer,,,2562,,,
97048,97048,Meijer,,,2947,,,
98143,98143,Meijer,,,3044,,,
99121,99121,Meijer,,,3090,,,
99155,99155,Meijer,,,3097,,,
04075,104075,Meijer,,,7343,,,
04119,104119,Meijer,,,7451,,,
07100,107100,Meijer,,,9214,,,
07176,107176,Meijer,,,9425,,,
07230,107230,Meijer,,,9553,,,
08401,108401,Meijer,,,10967,,,
09146,109146,Meijer,,,11433,,,
09278,109278,Meijer,,,11927,,,
09281,109281,Meijer,,,11949,,,
10046,110046,Meijer,,,12300,,,
10115,110115,Meijer,,,12514,,,
01109,101109,Meijer,Toy Miscellaneous,All That Glitters light and glitter wands,1101,Burn - Not Fire-Related,,2001-03-19
00152,100152,Meijer,,AmeriGas PPX gas grill cylinders,6991,,,
05058,105058,Meijer,Clothing (Children),"Falls-Creek Children’s Snow Suits, Jackets",7828,Choking,China,2004-11-26
01212,101212,Meijer,,Huffy Space Racer 12-inch boy's bicycle,3903,,,
10150,110150,Meijer,"Blinds, Shades & Cords","Meijer  Innovations, ""At Home with Meijer"" Roman Shades, Roll-Up Blinds",12642,Strangulation,Taiwan,2010-03-02
09711,109060,Meijer,Clothing (Children),Meijer Aquarius LTD Toddler Girl’s Hat and Mitten Sets,11178,Choking,China,2008-12-04
04036,104036,Meijer,Clothing (Children),Meijer Children's Falls Creek Army Flight Jackets,75,Strangulation,Korea,2003-11-24
06568,106221,Meijer,Candles & Candle Holders,Meijer Clear Glass Candleholders,8827,Fire & Fire-Related Burn,China,2006-07-26
04078,104078,Meijer,Clothing (Children),Meijer Emergency Exit Children's Sweatshirts,7407,Strangulation,Pakistan,2004-02-05
08101,108101,Meijer,Fireplaces & Accessories,Meijer Grand Gourmet Firepits,10006,Fire & Fire-Related Burn,Taiwan,2007-11-27
04077,104077,Meijer,Clothing (Children),Meijer Kids Falls Creek PU Jackets with Polar Fleece in Hood,7406,Choking,China,2004-02-05
03510,103043,Meijer,Candles & Candle Holders,Three Tier Tealight Candle Holders,6608,Fire & Fire-Related Burn,China,2002-11-20
97086,97086,Melcon Design LLC,Clothing (Adults),,3446,,,
94128,94128,Melitta North American,Coffeemakers/Coffeepots/Teapots/Kettles,Melitta Aroma Brew Automatic Drip coffeemaker,2403,,,
93031,93031,Melville,"Shoes, Sandals & Boots",Islander children's sandals,3371,Choking,,1993-01-13
04085,104085,Members Mark,,Members Mark Gas Barbecue Grills,7430,,,
06139,106139,Memcorp,DVD/CD/MP3 Players,Memcorp Battery Packs sold with Disney-Brand DVD Players,8638,Burn - Not Fire-Related,China,2006-04-13
86030,86030,Memline Corporation,,Memline expandable wooden enclosures for infants and toddlers,247,Entrapment,,1986-05-15
99120,99120,Memo 6,,,804,,,
96135,96135,Menards,Lights & Accessories,,2822,,,
98003,98003,Menards,,,3000,,,
02066,102066,Menards,,,4080,,,
02086,102086,Menards,,,4113,,,
02181,102181,Menards,,,4388,,,
99085,99085,Menards,,,4506,,,
98017,98017,Menards,Electric Heaters,,5431,,,
03046,103046,Menards,,,6624,,,
04198,104198,Menards,,,7619,,,
05045,105045,Menards,,,7795,,,
05063,105063,Menards,,,7845,,,
05177,105177,Menards,,,8087,,,
06163,106163,Menards,,,8688,,,
07047,107047,Menards,,,9094,,,
07247,107247,Menards,,,9596,,,
08115,108115,Menards,,,10041,,,
08267,108267,Menards,,,10541,,,
08303,108303,Menards,,,10671,Internal Injury,,
08388,108388,Menards,,,10889,,,2008-09-03
10029,110029,Menards,,,12223,,,
10062,110062,Menards,,,12352,,,
10078,110078,Menards,,,12391,,,
78025,78025,Menards,,American Jet Stream Pump upright pedestal sump pumps,7056,,,
99020,99020,Menards,Swing Sets,Cuddle Me Close bedside cradles,4649,Collapse,,1998-11-12
05129,105129,Menards,Carpets/Rugs,Shaw Industries’ Southern Breezes Wall-to-Wall Carpet,8032,Fire & Fire-Related Burn,United States,2005-03-09
08003,108003,Mendota Hearth,,"Mendota Hearth, Johnson Gas Appliance Fireplace/Stove Gas Valves",9804,,,
87038,87038,Mengo Industries,Ladders & Accessories,Dotline swimming pool ladder plastic steps,5720,,,
97161,97161,Menper Distributors,,Supra-Vita vitamin tablets,1943,,,
78021,78021,Mentor,,Master automatic baseball pitching machines,7046,,,
06130,106130,MEPCO,,,8615,,,
98050,98050,Mercantile Stores,,Northwest Territory Men's fleece Shirts,4463,,,
96014,96014,Mercantile Wholesale,,Panwira electric hand-held hair dryers,2330,,,
88053,88053,Merchandisers Association,Toy Trains,See-Thru Loco toy engines,2068,Choking,,1988-07-13
08551,108228,Merchant Media,Puzzles,,10355,,,
91064,91064,Merchant's Corporation of America,Exercise Machines/Equipment,Merchant's exercise cycles,4713,,,
09291,109291,Mercury,,,11991,,,
91054,91054,Mercury Luggage,,Mercury Luggage décor cubes,5887,,,
96093,96093,Meri-Jon Artist Colony,Bean Bag Chairs,Meri-Jon Artist Colony zippered bean bag chairs,3545,Suffocation,,1996-04-02
04034,104034,Merit Furniture Distributors,Bunk Beds,Merit Bunk Beds,74,Strangulation,Brazil,2003-11-21
08040,108040,Merlin,,,9875,,,
98004,98004,Mermaid International,,Fun Time Party Favors children's toy jewelry sets,3004,,,
05115,105115,Merona,,,8003,,,
03046,103046,Merry Mac,,Merry Mac chipper-shredders,6627,,,
95162,95162,Mervyn's,,,5151,,,
86074,86074,Mervyn's,,,5865,,,
01049,101049,Mervyn's,,,7156,,,
06001,106001,Mervyn's,,,8306,,,
06193,106193,Mervyn's,,,8774,,,
00117,100117,Mervyn's,Toy Play Sets/Activity Sets,Australia Down Under children's plastic picnic sets,5901,Poisoning,,2000-06-01
97135,97135,Mervyn's,Clothing (Children),Levi's girls' dresses,2885,Choking,,1997-06-02
07187,107187,Mervyn's,Clothing (Children),Mervyns Little Girls Capri Pants with Snap Roll Cuffs,9470,Choking,Bangladesh,2007-05-17
09167,109167,Metal Mulisha Clothing,,,11534,,,
04027,104027,Metal Ware,Fryers,NESCO Metal Ware stainless steel deep fryers,60,Burn - Not Fire-Related,China,2003-11-06
03502,103001,Metalpress Export,,Metalpress Export fire/smoke dampers,6532,,,
80042,80042,Metermiser,,W. L. Jackson Big O LP gas water heaters,461,,,
80017,80017,Metra Chem,,Metra Chem air-compression home-and garden sprayers,413,,,
02238,102238,Metro Beauty,,,6490,,,
94042,94042,Metro International,,Metro International Beef-Iron and Wine liquid dietary supplement,3601,Poisoning,,1994-03-03
05505,105027,MetroPCS,,,7755,,,
07087,107087,Metropolis Beauty,,,9181,,,
06037,106037,Metropolitan Electrical Appliance,,,8398,,,
98051,98051,Meyer,Mixers/Whisks,,3573,,,
07235,107235,Meyer,Cooking Torches,BonJour Professional Culinary Torches; Bain Marie Sets,9561,Fire & Fire-Related Burn,China,2007-07-11
10701,110002,Meyer Trading ,,,12151,,,
08311,108311,Meyeworld,,,10696,,,
90084,90084,MFP,Cushions,MFP Sof-Sak infant bean bag cushions,3419,Suffocation,,1990-04-30
05141,105141,MGA Entertainment,Scooters,Bratz Stylin’ Scooters,183,Vehicle Accident,China,2005-03-24
01091,101091,MGX,,Roadmaster Ridge Rider bicycle Ballistic front suspension forks,7202,Vehicle Accident,,2001-02-23
09186,109186,Mi Tosoro,,,11650,,,
93030,93030,Miami Depot,,,2523,,,
98134,98134,Michael Friedman,Rattles,,4747,,,
75034,75034,Michael Milea & Peter Sinclair,Clothing (Adults),Miles/Sinclair unisex sportswear tops,1595,Fire & Fire-Related Burn,,1975-04-07
95081,95081,Michael Simon,Clothing (Adults),,3459,,,
05175,105175,Michaels of Oregon,Gun Accessories,Uncle Mike's by Michaels of Oregon Kydex Belt Holsters for Glock handguns,8079,Explosion/Projectiles,United States,2005-05-17
00076,100076,Michaels Stores,Lighters,,2281,,,
05127,105127,Michaels Stores,,,8022,,,
08091,108091,Michaels Stores,,,9986,,,
08294,108294,Michaels Stores,,,10634,,,
09158,109158,Michaels Stores,,,11490,,,
04023,104023,Michaels Stores,Lights (Seasonal),Michaels Halloween tealight candleholders,54,Fire & Fire-Related Burn,China,2003-10-30
08248,108248,Michaels Stores,Pens,Michaels Stores Flower Writers; Christmas Writers; Easter Writers; Spooky Writers Seasonal Writing Pens,10431,Lead,China,2008-04-10
96036,96036,Michel & Co.,,,551,Strangulation,,1995-12-06
08197,108197,Michigan,,,10276,,,
95049,95049,Micro-Bake,,,6091,,,
97182,97182,Microcoretm,,,6153,,,
92041,92041,Micro-Dome,Food Dehydrator/Preserver/Processor,Micro-Dome Food Preservers,2377,Explosion/Projectiles,,1992-01-08
92025,92025,Micro-Dome,Food Dehydrator/Preserver/Processor,Micro-Dome Food Preservers,2378,Explosion/Projectiles,,1991-12-02
90022,90022,Micromar Manufacturing,Electric Heaters,Microamar Heat Machine 2000 ceramic portable electric space heaters,3661,Fire & Fire-Related Burn,,1989-12-06
02519,102096,Micro-Mark,Lighters,Micro-Mark Rekrow Butane Micro Torch Lighters,4130,Fire & Fire-Related Burn,Taiwan,2002-01-31
08217,108217,Micros,,,10310,,,
